,employer,num_message,timestamp,coef
2771,Janel Peeler,46,12-06-2022,0.0
9557,Gloria Schmitz,40,12-06-2022,0.6699999999999999
2104,Randy Balch,46,12-06-2022,0.0
9943,Jeanne Taylor,23,12-06-2022,0.0
1918,Evelyn Moran,44,12-06-2022,0.0
6104,Robert Locke,31,12-06-2022,2.67
537,Leah Mendoza,42,13-06-2022,0.0
9873,Jay Traficante,43,13-06-2022,0.6699999999999999
6338,Ray Zanola,45,13-06-2022,1.67
8846,Jimmy Williamson,42,13-06-2022,0.6699999999999999
4798,Vincent Robertson,42,13-06-2022,0.0
4108,Tonya Rhodes,23,13-06-2022,0.0
8991,George Chausse,41,13-06-2022,0.0
4005,Thersa Willhite,20,13-06-2022,0.0
9293,Max Ceasar,22,13-06-2022,0.6699999999999999
2112,Randy Balch,31,13-06-2022,2.67
166,Sandra Cox,25,13-06-2022,2.67
8720,Larry Williamson,37,13-06-2022,0.0
3047,Carlton Peyton,43,13-06-2022,0.0
632,Yvette Dugas,20,13-06-2022,2.67
7610,Robert Bennett,33,13-06-2022,0.0
9481,Bruce Makela,29,13-06-2022,0.0
232,Jerome Lawrence,40,13-06-2022,1.67
7508,Raymond Trevino,29,13-06-2022,0.0
2221,Albert Ortiz,47,13-06-2022,0.0
1652,Anthony Wright,20,13-06-2022,0.0
730,Salvatore Ketron,21,13-06-2022,0.6699999999999999
5885,Charles Brown,48,13-06-2022,0.6699999999999999
5450,David Lott,28,13-06-2022,0.0
7134,Allison Sharkey,48,13-06-2022,0.6699999999999999
1581,Dorathy Lander,46,13-06-2022,0.0
9745,Gary Richardson,33,13-06-2022,0.6699999999999999
2003,Marvin Hansen,50,13-06-2022,1.67
1205,Jeffrey Crumley,22,13-06-2022,0.6699999999999999
3370,Priscilla Boyd,48,13-06-2022,0.0
9178,Marvin Wilson,46,13-06-2022,0.0
6267,Shirley Murphree,39,13-06-2022,0.0
442,John Vest,33,13-06-2022,1.67
3570,Rogelio Degeyter,20,13-06-2022,1.67
9628,Amanda Leatham,23,13-06-2022,0.6699999999999999
1175,Louise Gerber,29,13-06-2022,1.67
8412,Megan Elizondo,39,13-06-2022,0.0
7086,Scott Self,31,13-06-2022,0.6699999999999999
3436,Emmie Jenkins,35,13-06-2022,0.0
8321,Michelle Robbins,24,13-06-2022,2.67
8205,Kathryn Ford,37,13-06-2022,0.0
7325,Barry Powell,45,13-06-2022,1.67
1747,Kenneth Harvey,27,13-06-2022,0.0
4850,Lachelle Armstrong,24,13-06-2022,0.0
9030,Ann Gardner,42,13-06-2022,0.0
3923,Howard Barnes,5,13-06-2022,0.0
3177,Glenda Boswell,26,13-06-2022,1.67
7893,Sarah Harwood,26,13-06-2022,0.0
894,Lynne Dozier,47,13-06-2022,1.67
5662,Dorthea Guyton,33,13-06-2022,0.0
7282,Wendy Orr,43,13-06-2022,2.67
7925,Nellie Alexander,33,13-06-2022,1.67
7489,Joseph Pike,38,13-06-2022,0.0
6636,Elinor Hill,29,13-06-2022,0.6699999999999999
9529,Gloria Schmitz,5,13-06-2022,0.0
1954,Evelyn Moran,29,13-06-2022,0.0
1367,Rose Vanatta,20,13-06-2022,0.6699999999999999
8607,Florence Smith,48,13-06-2022,0.0
3834,Joyce Osborne,20,13-06-2022,1.67
8597,Eliz Urban,46,13-06-2022,0.0
5700,Irene Semmes,34,13-06-2022,0.0
6114,Robert Locke,47,13-06-2022,0.0
6982,Rafael Lampe,47,13-06-2022,0.0
3759,Nicole Natalie,26,13-06-2022,2.67
5124,Thomas Poore,20,13-06-2022,0.0
2823,Lacie Jennings,40,13-06-2022,0.6699999999999999
6063,Carol Chapman,26,13-06-2022,0.6699999999999999
775,Salvatore Ketron,39,14-06-2022,0.0
7501,Raymond Trevino,21,14-06-2022,1.67
4236,Lois Harrington,46,14-06-2022,2.67
900,Lisa Bailes,22,14-06-2022,2.67
1794,Kenneth Harvey,48,14-06-2022,0.6699999999999999
6802,Wilma Harden,39,14-06-2022,0.0
5935,Joe Gordon,47,14-06-2022,0.0
3747,Nicole Natalie,41,14-06-2022,0.0
3289,Mary Remis,27,14-06-2022,0.0
5140,Thomas Poore,32,14-06-2022,2.67
2401,Brent Degan,48,14-06-2022,0.0
8532,Eliz Urban,42,14-06-2022,0.0
9518,Gloria Schmitz,22,14-06-2022,2.67
1654,Anthony Wright,49,14-06-2022,0.0
3549,Rogelio Degeyter,32,14-06-2022,0.0
5846,Charles Brown,43,14-06-2022,2.67
2337,Louis Stater,38,14-06-2022,0.6699999999999999
3431,Emmie Jenkins,30,14-06-2022,1.67
6448,Anna Lauer,24,14-06-2022,2.67
8373,Michelle Robbins,33,14-06-2022,0.6699999999999999
8449,Megan Elizondo,26,14-06-2022,0.0
3033,Carlton Peyton,25,14-06-2022,0.0
8031,Laura Acker,28,14-06-2022,0.0
9883,Jay Traficante,35,14-06-2022,0.0
573,Leah Mendoza,25,14-06-2022,1.67
1824,Dwayne Williams,3,14-06-2022,0.0
7685,Robert Bennett,41,14-06-2022,0.0
8810,Jimmy Williamson,50,14-06-2022,0.0
4061,Thersa Willhite,47,14-06-2022,0.0
6023,Carol Chapman,50,14-06-2022,1.67
6389,Ray Zanola,35,14-06-2022,0.6699999999999999
4960,Natasha Andrews,35,14-06-2022,0.0
7784,Lyndon Falls,29,14-06-2022,0.6699999999999999
8736,Larry Williamson,22,14-06-2022,0.0
3131,Glenda Boswell,32,14-06-2022,0.6699999999999999
3966,Howard Barnes,23,14-06-2022,0.0
9683,Amanda Leatham,50,14-06-2022,0.0
5026,Linda Valdez,47,14-06-2022,0.6699999999999999
9427,Bruce Makela,29,14-06-2022,0.6699999999999999
2956,Michael Cuneo,25,14-06-2022,0.0
6747,Ruby Dicus,29,14-06-2022,2.67
7012,Scott Self,34,14-06-2022,0.0
172,Sandra Cox,40,14-06-2022,0.6699999999999999
1924,Evelyn Moran,33,14-06-2022,0.0
2169,Randy Balch,46,14-06-2022,1.67
6221,Shirley Murphree,42,14-06-2022,0.0
1407,Ann Flanagan,35,14-06-2022,0.6699999999999999
4826,Lachelle Armstrong,39,14-06-2022,0.0
9006,Ann Gardner,32,14-06-2022,0.0
2609,Alice Washington,41,14-06-2022,2.67
1291,Jeffrey Crumley,38,14-06-2022,0.0
4639,Anthony Hankerson,37,14-06-2022,0.0
4773,Vincent Robertson,30,14-06-2022,2.67
7131,Allison Sharkey,38,14-06-2022,1.67
7458,Joseph Pike,29,14-06-2022,1.67
2804,Lacie Jennings,42,14-06-2022,0.0
5415,David Lott,3,14-06-2022,1.67
250,Jerome Lawrence,35,14-06-2022,0.0
4361,Ralph Roache,43,14-06-2022,0.6699999999999999
679,Yvette Dugas,45,14-06-2022,0.0
4517,Jacob Cole,33,14-06-2022,1.67
7363,Barry Powell,26,14-06-2022,0.0
9103,Marvin Wilson,46,14-06-2022,2.67
1474,Ann Flanagan,26,15-06-2022,0.0
3349,Priscilla Boyd,31,15-06-2022,0.6699999999999999
4410,Steve Wolcott,42,15-06-2022,1.67
7849,Sarah Harwood,24,15-06-2022,1.67
3095,Carlton Peyton,47,15-06-2022,0.0
2913,Michael Cuneo,4,15-06-2022,0.0
91,Paul Glass,20,15-06-2022,0.0
6942,Rafael Lampe,7,15-06-2022,1.67
5996,Joe Gordon,39,15-06-2022,0.0
3521,Rogelio Degeyter,43,15-06-2022,0.6699999999999999
5171,Thomas Poore,49,15-06-2022,0.6699999999999999
2715,Janel Peeler,21,15-06-2022,0.0
4066,Thersa Willhite,20,15-06-2022,0.0
7308,Barry Powell,43,15-06-2022,0.0
2608,Alice Washington,44,15-06-2022,0.0
4968,Natasha Andrews,27,15-06-2022,0.0
5229,John Galvin,43,15-06-2022,1.67
137,Sandra Cox,24,15-06-2022,2.67
8803,Jimmy Williamson,38,15-06-2022,1.67
200,Jerome Lawrence,42,15-06-2022,0.6699999999999999
8993,George Chausse,38,15-06-2022,0.0
8397,Michelle Robbins,31,15-06-2022,0.0
2540,William Dixon,23,15-06-2022,0.0
1837,Dwayne Williams,46,15-06-2022,0.6699999999999999
5818,Charles Brown,43,15-06-2022,1.67
1089,David Orr,39,15-06-2022,0.6699999999999999
5641,Dorthea Guyton,20,15-06-2022,1.67
6355,Ray Zanola,32,15-06-2022,0.6699999999999999
4824,Lachelle Armstrong,26,15-06-2022,0.0
6690,Elinor Hill,23,15-06-2022,0.0
4115,Tonya Rhodes,34,15-06-2022,0.0
3408,Emmie Jenkins,35,15-06-2022,0.0
8760,Larry Williamson,25,15-06-2022,0.0
7024,Scott Self,47,15-06-2022,0.0
1289,Jeffrey Crumley,50,15-06-2022,0.0
1770,Kenneth Harvey,33,15-06-2022,0.0
5736,Irene Semmes,41,15-06-2022,0.6699999999999999
6282,Shirley Murphree,41,15-06-2022,0.0
3792,Nicole Natalie,26,15-06-2022,0.6699999999999999
8460,Megan Elizondo,33,15-06-2022,0.0
9965,Jeanne Taylor,25,15-06-2022,1.67
7240,Wendy Orr,26,15-06-2022,0.0
8053,Laura Acker,41,15-06-2022,2.67
6862,Wilma Harden,33,15-06-2022,0.0
3220,Mary Remis,34,15-06-2022,0.0
2828,Lacie Jennings,43,15-06-2022,1.67
7417,Joseph Pike,36,15-06-2022,0.0
829,Lynne Dozier,35,15-06-2022,0.0
9808,Jay Traficante,27,15-06-2022,0.0
3814,Joyce Osborne,30,15-06-2022,0.0
9699,Amanda Leatham,22,15-06-2022,1.67
5302,Jerry Joy,50,15-06-2022,0.0
7123,Allison Sharkey,40,15-06-2022,0.0
4699,Anthony Hankerson,33,15-06-2022,0.0
9267,Max Ceasar,37,15-06-2022,0.0
2251,Albert Ortiz,39,15-06-2022,0.6699999999999999
6526,Curtis Davis,39,15-06-2022,1.67
9357,Maxie Banks,23,15-06-2022,2.67
4203,Lois Harrington,47,15-06-2022,1.67
7826,Sarah Harwood,24,16-06-2022,0.0
4605,Anthony Hankerson,36,16-06-2022,0.6699999999999999
4722,Vincent Robertson,27,16-06-2022,0.0
3969,Howard Barnes,39,16-06-2022,0.0
2219,Albert Ortiz,39,16-06-2022,0.0
8037,Laura Acker,38,16-06-2022,1.67
2796,Janel Peeler,26,16-06-2022,1.67
1357,Rose Vanatta,21,16-06-2022,1.67
1667,Anthony Wright,31,16-06-2022,1.67
139,Sandra Cox,36,16-06-2022,0.0
6396,Ray Zanola,49,16-06-2022,0.0
2508,William Dixon,50,16-06-2022,0.0
3379,Priscilla Boyd,38,16-06-2022,1.67
478,John Vest,35,16-06-2022,0.6699999999999999
1558,Dorathy Lander,47,16-06-2022,0.0
5732,Irene Semmes,49,16-06-2022,1.67
5195,Thomas Poore,32,16-06-2022,0.0
5458,David Lott,45,16-06-2022,0.0
2660,Alice Washington,33,16-06-2022,0.6699999999999999
533,Leah Mendoza,4,16-06-2022,1.67
9118,Marvin Wilson,34,16-06-2022,0.0
3689,William Diaz,37,16-06-2022,0.0
4454,Steve Wolcott,26,16-06-2022,0.0
11,Paul Glass,21,16-06-2022,0.6699999999999999
8664,Florence Smith,37,16-06-2022,1.67
5680,Dorthea Guyton,23,16-06-2022,1.67
5054,Linda Valdez,38,16-06-2022,0.0
7107,Allison Sharkey,20,16-06-2022,0.0
6484,Anna Lauer,31,16-06-2022,0.0
6539,Curtis Davis,48,16-06-2022,1.67
7320,Barry Powell,31,16-06-2022,0.6699999999999999
2859,Lacie Jennings,33,16-06-2022,0.6699999999999999
2443,Brent Degan,42,16-06-2022,0.0
9058,Ann Gardner,45,16-06-2022,0.6699999999999999
5848,Charles Brown,2,16-06-2022,0.6699999999999999
3838,Joyce Osborne,34,16-06-2022,0.6699999999999999
6969,Rafael Lampe,20,16-06-2022,0.6699999999999999
6233,Shirley Murphree,26,16-06-2022,0.0
1946,Evelyn Moran,34,16-06-2022,0.0
7252,Wendy Orr,3,16-06-2022,2.67
6692,Elinor Hill,47,16-06-2022,0.0
6715,Ruby Dicus,29,16-06-2022,0.0
6895,Wilma Harden,30,16-06-2022,0.6699999999999999
3298,Mary Remis,21,16-06-2022,0.0
1417,Ann Flanagan,32,16-06-2022,0.0
8148,Donnie Flores,33,16-06-2022,0.0
6102,Robert Locke,23,16-06-2022,2.67
7474,Joseph Pike,32,16-06-2022,0.6699999999999999
7527,Raymond Trevino,20,16-06-2022,1.67
9839,Jay Traficante,36,16-06-2022,0.0
9695,Amanda Leatham,28,16-06-2022,0.0
2381,Louis Stater,33,16-06-2022,0.0
6095,Carol Chapman,43,16-06-2022,0.0
7606,Robert Bennett,45,16-06-2022,0.0
9334,Maxie Banks,42,16-06-2022,0.0
5352,Jerry Joy,32,16-06-2022,0.0
4282,Lois Harrington,39,16-06-2022,0.0
768,Salvatore Ketron,37,16-06-2022,0.0
8862,Jimmy Williamson,38,16-06-2022,0.0
7703,Lyndon Falls,26,16-06-2022,0.0
8378,Michelle Robbins,37,16-06-2022,1.67
2933,Michael Cuneo,23,16-06-2022,0.6699999999999999
4941,Natasha Andrews,40,16-06-2022,0.0
1187,Louise Gerber,4,16-06-2022,0.0
3481,Emmie Jenkins,24,16-06-2022,0.6699999999999999
9578,Gloria Schmitz,44,16-06-2022,0.0
8944,George Chausse,39,16-06-2022,0.6699999999999999
620,Yvette Dugas,49,16-06-2022,1.67
1567,Dorathy Lander,39,17-06-2022,0.0
9526,Gloria Schmitz,4,17-06-2022,0.0
7180,Allison Sharkey,49,17-06-2022,0.0
9614,Amanda Leatham,49,17-06-2022,0.0
7317,Barry Powell,33,17-06-2022,0.0
5318,Jerry Joy,29,17-06-2022,0.0
218,Jerome Lawrence,46,17-06-2022,0.0
528,Leah Mendoza,42,17-06-2022,0.0
8083,Laura Acker,21,17-06-2022,0.0
8823,Jimmy Williamson,21,17-06-2022,0.6699999999999999
1602,Anthony Wright,46,17-06-2022,1.67
2860,Lacie Jennings,22,17-06-2022,1.67
7228,Wendy Orr,31,17-06-2022,1.67
1159,Louise Gerber,27,17-06-2022,0.0
4564,Jacob Cole,37,17-06-2022,0.0
4120,Tonya Rhodes,34,17-06-2022,1.67
6952,Rafael Lampe,30,17-06-2022,0.0
3215,Mary Remis,44,17-06-2022,0.0
5272,John Galvin,33,17-06-2022,0.0
8626,Florence Smith,48,17-06-2022,0.0
6067,Carol Chapman,45,17-06-2022,1.67
2598,William Dixon,43,17-06-2022,0.0
4678,Anthony Hankerson,44,17-06-2022,0.6699999999999999
743,Salvatore Ketron,32,17-06-2022,0.0
7997,Nellie Alexander,39,17-06-2022,0.6699999999999999
8945,George Chausse,43,17-06-2022,0.6699999999999999
6421,Anna Lauer,30,17-06-2022,0.0
5891,Charles Brown,37,17-06-2022,0.0
9469,Bruce Makela,31,17-06-2022,0.0
5064,Linda Valdez,37,17-06-2022,0.0
1903,Evelyn Moran,25,17-06-2022,1.67
1304,Rose Vanatta,46,17-06-2022,0.0
5711,Irene Semmes,44,17-06-2022,2.67
8292,Kathryn Ford,46,17-06-2022,2.67
2646,Alice Washington,24,17-06-2022,0.0
1894,Dwayne Williams,32,17-06-2022,0.0
3026,Carlton Peyton,25,17-06-2022,0.0
825,Lynne Dozier,31,17-06-2022,1.67
7409,Joseph Pike,42,17-06-2022,0.0
2127,Randy Balch,45,17-06-2022,0.0
1773,Kenneth Harvey,28,17-06-2022,0.0
9194,Marvin Wilson,31,17-06-2022,0.6699999999999999
5134,Thomas Poore,28,17-06-2022,1.67
8132,Donnie Flores,28,17-06-2022,1.67
3495,Emmie Jenkins,49,17-06-2022,0.6699999999999999
7815,Sarah Harwood,47,17-06-2022,0.0
9786,Gary Richardson,49,17-06-2022,1.67
2345,Louis Stater,38,17-06-2022,0.0
8351,Michelle Robbins,45,17-06-2022,0.6699999999999999
5563,David Herman,40,17-06-2022,0.0
1401,Ann Flanagan,33,17-06-2022,0.0
8507,Eliz Urban,49,17-06-2022,0.0
6220,Shirley Murphree,26,17-06-2022,1.67
9850,Jay Traficante,43,17-06-2022,0.0
5449,David Lott,41,17-06-2022,0.0
1081,David Orr,32,17-06-2022,1.67
2760,Janel Peeler,46,17-06-2022,0.6699999999999999
9874,Jay Traficante,43,18-06-2022,0.6699999999999999
4789,Vincent Robertson,31,18-06-2022,0.0
4387,Ralph Roache,22,18-06-2022,0.0
6089,Carol Chapman,40,18-06-2022,0.0
7918,Nellie Alexander,46,18-06-2022,0.6699999999999999
4165,Tonya Rhodes,33,18-06-2022,1.67
9417,Bruce Makela,22,18-06-2022,0.0
625,Yvette Dugas,25,18-06-2022,0.6699999999999999
1856,Dwayne Williams,25,18-06-2022,0.0
7416,Joseph Pike,31,18-06-2022,1.67
3557,Rogelio Degeyter,28,18-06-2022,0.0
5882,Charles Brown,49,18-06-2022,1.67
6142,Robert Locke,22,18-06-2022,0.0
298,Jerome Lawrence,24,18-06-2022,0.0
9613,Amanda Leatham,36,18-06-2022,0.6699999999999999
1799,Kenneth Harvey,29,18-06-2022,0.0
4627,Anthony Hankerson,26,18-06-2022,0.0
9983,Jeanne Taylor,27,18-06-2022,0.0
9261,Max Ceasar,43,18-06-2022,0.0
4228,Lois Harrington,30,18-06-2022,0.0
8773,Larry Williamson,45,18-06-2022,0.0
5952,Joe Gordon,35,18-06-2022,1.67
3620,William Diaz,29,18-06-2022,0.6699999999999999
2383,Louis Stater,47,18-06-2022,1.67
3828,Joyce Osborne,49,18-06-2022,1.67
5612,Dorthea Guyton,42,18-06-2022,0.6699999999999999
9347,Maxie Banks,31,18-06-2022,0.6699999999999999
1484,Ann Flanagan,29,18-06-2022,1.67
7071,Scott Self,41,18-06-2022,1.67
5433,David Lott,6,18-06-2022,0.0
876,Lynne Dozier,24,18-06-2022,0.0
7514,Raymond Trevino,28,18-06-2022,0.0
5159,Thomas Poore,32,18-06-2022,0.0
4848,Lachelle Armstrong,35,18-06-2022,0.6699999999999999
1292,Jeffrey Crumley,32,18-06-2022,2.67
6889,Wilma Harden,28,18-06-2022,0.0
8804,Jimmy Williamson,26,18-06-2022,1.67
7663,Robert Bennett,26,18-06-2022,1.67
8042,Laura Acker,24,18-06-2022,0.0
190,Sandra Cox,40,18-06-2022,0.0
2554,William Dixon,30,18-06-2022,1.67
8972,George Chausse,49,18-06-2022,0.0
9778,Gary Richardson,25,18-06-2022,0.0
3965,Howard Barnes,43,18-06-2022,0.0
5382,Jerry Joy,35,18-06-2022,0.0
4920,Natasha Andrews,29,18-06-2022,0.0
3050,Carlton Peyton,42,18-06-2022,0.0
7349,Barry Powell,33,18-06-2022,0.0
3170,Glenda Boswell,41,18-06-2022,0.0
7806,Sarah Harwood,43,18-06-2022,1.67
2604,Alice Washington,33,18-06-2022,0.6699999999999999
9516,Gloria Schmitz,46,18-06-2022,0.6699999999999999
6726,Ruby Dicus,44,18-06-2022,2.67
4091,Thersa Willhite,30,18-06-2022,0.0
2766,Janel Peeler,35,18-06-2022,0.6699999999999999
6541,Curtis Davis,37,18-06-2022,1.67
4507,Jacob Cole,4,18-06-2022,0.6699999999999999
1040,David Orr,26,18-06-2022,1.67
5207,John Galvin,47,18-06-2022,0.6699999999999999
6405,Anna Lauer,22,18-06-2022,0.0
1574,Dorathy Lander,43,18-06-2022,0.0
6953,Rafael Lampe,38,18-06-2022,1.67
8554,Eliz Urban,32,18-06-2022,0.0
5926,Joe Gordon,25,19-06-2022,2.67
2811,Lacie Jennings,30,19-06-2022,0.0
2300,Louis Stater,48,19-06-2022,0.6699999999999999
6595,Curtis Davis,30,19-06-2022,0.0
6602,Elinor Hill,33,19-06-2022,0.0
9730,Gary Richardson,48,19-06-2022,0.0
1332,Rose Vanatta,37,19-06-2022,1.67
9619,Amanda Leatham,26,19-06-2022,0.0
3750,Nicole Natalie,28,19-06-2022,0.6699999999999999
2209,Albert Ortiz,23,19-06-2022,0.0
2971,Michael Cuneo,47,19-06-2022,1.67
600,Yvette Dugas,35,19-06-2022,0.0
8071,Laura Acker,44,19-06-2022,2.67
1752,Kenneth Harvey,23,19-06-2022,0.0
45,Paul Glass,25,19-06-2022,0.0
7563,Raymond Trevino,38,19-06-2022,0.0
3239,Mary Remis,48,19-06-2022,0.0
8824,Jimmy Williamson,42,19-06-2022,1.67
6451,Anna Lauer,47,19-06-2022,0.0
5184,Thomas Poore,46,19-06-2022,0.0
3038,Carlton Peyton,47,19-06-2022,1.67
5851,Charles Brown,39,19-06-2022,0.0
9004,Ann Gardner,27,19-06-2022,0.0
4404,Steve Wolcott,43,19-06-2022,0.0
3952,Howard Barnes,27,19-06-2022,0.0
9563,Gloria Schmitz,34,19-06-2022,0.6699999999999999
6372,Ray Zanola,28,19-06-2022,0.0
7852,Sarah Harwood,37,19-06-2022,0.6699999999999999
7698,Robert Bennett,43,19-06-2022,0.0
7785,Lyndon Falls,41,19-06-2022,0.6699999999999999
9199,Marvin Wilson,37,19-06-2022,2.67
6935,Rafael Lampe,38,19-06-2022,1.67
8305,Michelle Robbins,37,19-06-2022,0.6699999999999999
4033,Thersa Willhite,26,19-06-2022,2.67
5326,Jerry Joy,29,19-06-2022,1.67
2089,Marvin Hansen,32,19-06-2022,0.0
6248,Shirley Murphree,31,19-06-2022,0.6699999999999999
2513,William Dixon,25,19-06-2022,0.6699999999999999
297,Jerome Lawrence,49,19-06-2022,0.0
8411,Megan Elizondo,7,19-06-2022,0.0
3125,Glenda Boswell,45,19-06-2022,0.0
519,Leah Mendoza,37,19-06-2022,0.0
3405,Emmie Jenkins,30,19-06-2022,0.6699999999999999
5051,Linda Valdez,36,19-06-2022,2.67
7445,Joseph Pike,29,19-06-2022,0.0
3387,Priscilla Boyd,22,19-06-2022,0.0
4863,Lachelle Armstrong,33,19-06-2022,0.0
6837,Wilma Harden,37,19-06-2022,0.0
7113,Allison Sharkey,41,19-06-2022,0.0
8943,George Chausse,24,19-06-2022,0.0
435,John Vest,43,19-06-2022,0.0
1875,Dwayne Williams,40,19-06-2022,1.67
2123,Randy Balch,35,19-06-2022,0.0
7274,Wendy Orr,20,19-06-2022,0.0
1095,David Orr,36,19-06-2022,0.0
2450,Brent Degan,46,19-06-2022,0.0
4595,Jacob Cole,47,19-06-2022,0.6699999999999999
164,Sandra Cox,29,19-06-2022,0.0
7307,Barry Powell,29,19-06-2022,2.67
8526,Eliz Urban,28,19-06-2022,0.0
1521,Dorathy Lander,50,19-06-2022,0.0
1646,Anthony Wright,48,19-06-2022,0.0
4160,Tonya Rhodes,23,19-06-2022,0.0
9834,Jay Traficante,30,19-06-2022,0.0
976,Lisa Bailes,49,19-06-2022,0.0
6189,Robert Locke,26,19-06-2022,0.6699999999999999
2364,Louis Stater,35,20-06-2022,0.0
2190,Randy Balch,27,20-06-2022,0.0
6566,Curtis Davis,26,20-06-2022,0.0
1192,Louise Gerber,42,20-06-2022,0.0
5405,David Lott,4,20-06-2022,0.0
7144,Allison Sharkey,23,20-06-2022,1.67
3656,William Diaz,38,20-06-2022,1.67
6399,Ray Zanola,48,20-06-2022,0.6699999999999999
5035,Linda Valdez,6,20-06-2022,0.0
1962,Evelyn Moran,28,20-06-2022,0.0
349,Lisa Johnston,31,20-06-2022,0.6699999999999999
1240,Jeffrey Crumley,31,20-06-2022,0.0
4013,Thersa Willhite,32,20-06-2022,0.0
2882,Lacie Jennings,31,20-06-2022,0.6699999999999999
4386,Ralph Roache,43,20-06-2022,0.0
2518,William Dixon,34,20-06-2022,0.0
4947,Natasha Andrews,26,20-06-2022,0.0
1318,Rose Vanatta,23,20-06-2022,0.0
5794,Irene Semmes,43,20-06-2022,0.0
3506,Rogelio Degeyter,33,20-06-2022,0.0
9383,Maxie Banks,33,20-06-2022,0.0
4130,Tonya Rhodes,23,20-06-2022,0.0
6124,Robert Locke,35,20-06-2022,0.0
3485,Emmie Jenkins,28,20-06-2022,0.0
4833,Lachelle Armstrong,29,20-06-2022,2.67
6823,Wilma Harden,48,20-06-2022,0.0
2932,Michael Cuneo,27,20-06-2022,0.0
7555,Raymond Trevino,22,20-06-2022,0.0
9218,Max Ceasar,25,20-06-2022,0.0
7484,Joseph Pike,46,20-06-2022,0.6699999999999999
8919,George Chausse,32,20-06-2022,1.67
8712,Larry Williamson,41,20-06-2022,0.6699999999999999
197,Sandra Cox,49,20-06-2022,0.0
7337,Barry Powell,46,20-06-2022,0.0
8220,Kathryn Ford,34,20-06-2022,0.0
8584,Eliz Urban,20,20-06-2022,0.0
4739,Vincent Robertson,39,20-06-2022,0.0
5652,Dorthea Guyton,48,20-06-2022,1.67
5936,Joe Gordon,41,20-06-2022,0.0
9911,Jeanne Taylor,23,20-06-2022,0.6699999999999999
7945,Nellie Alexander,37,20-06-2022,0.0
8628,Florence Smith,2,20-06-2022,0.0
227,Jerome Lawrence,31,20-06-2022,0.0
8004,Laura Acker,36,20-06-2022,0.0
4509,Jacob Cole,33,20-06-2022,0.0
9898,Jay Traficante,48,20-06-2022,2.67
6234,Shirley Murphree,45,20-06-2022,0.0
5314,Jerry Joy,23,20-06-2022,0.0
1671,Anthony Wright,33,20-06-2022,0.0
9464,Bruce Makela,41,20-06-2022,1.67
3380,Priscilla Boyd,30,20-06-2022,1.67
3184,Glenda Boswell,42,20-06-2022,1.67
6988,Rafael Lampe,28,20-06-2022,2.67
2027,Marvin Hansen,44,20-06-2022,0.6699999999999999
1848,Dwayne Williams,7,20-06-2022,0.0
4684,Anthony Hankerson,32,20-06-2022,1.67
7129,Allison Sharkey,21,21-06-2022,0.0
8476,Megan Elizondo,37,21-06-2022,0.0
2707,Janel Peeler,7,21-06-2022,0.0
9589,Gloria Schmitz,27,21-06-2022,2.67
7098,Scott Self,5,21-06-2022,0.0
9748,Gary Richardson,37,21-06-2022,0.0
9205,Max Ceasar,32,21-06-2022,0.0
5769,Irene Semmes,41,21-06-2022,0.0
9611,Amanda Leatham,7,21-06-2022,0.0
3460,Emmie Jenkins,33,21-06-2022,0.6699999999999999
3546,Rogelio Degeyter,34,21-06-2022,0.6699999999999999
8250,Kathryn Ford,30,21-06-2022,0.0
8181,Donnie Flores,49,21-06-2022,0.6699999999999999
6428,Anna Lauer,27,21-06-2022,0.0
8,Paul Glass,34,21-06-2022,0.0
5800,Charles Brown,24,21-06-2022,0.0
9323,Maxie Banks,49,21-06-2022,0.0
1213,Jeffrey Crumley,49,21-06-2022,1.67
2081,Marvin Hansen,42,21-06-2022,1.67
9458,Bruce Makela,39,21-06-2022,1.67
6664,Elinor Hill,43,21-06-2022,0.0
8696,Florence Smith,49,21-06-2022,0.0
5642,Dorthea Guyton,5,21-06-2022,0.0
9881,Jay Traficante,39,21-06-2022,0.6699999999999999
7841,Sarah Harwood,7,21-06-2022,0.0
9156,Marvin Wilson,27,21-06-2022,0.0
1909,Evelyn Moran,28,21-06-2022,0.0
5512,David Herman,46,21-06-2022,0.0
7771,Lyndon Falls,36,21-06-2022,0.0
8986,George Chausse,43,21-06-2022,0.6699999999999999
8771,Larry Williamson,27,21-06-2022,0.6699999999999999
6738,Ruby Dicus,35,21-06-2022,0.0
1109,Louise Gerber,40,21-06-2022,0.0
4937,Natasha Andrews,37,21-06-2022,0.0
149,Sandra Cox,40,21-06-2022,0.0
3059,Carlton Peyton,48,21-06-2022,0.0
5338,Jerry Joy,25,21-06-2022,0.0
4099,Thersa Willhite,31,21-06-2022,0.6699999999999999
7682,Robert Bennett,42,21-06-2022,0.0
4354,Ralph Roache,45,21-06-2022,0.0
8834,Jimmy Williamson,42,21-06-2022,1.67
2561,William Dixon,25,21-06-2022,0.6699999999999999
7583,Raymond Trevino,22,21-06-2022,0.0
2988,Michael Cuneo,31,21-06-2022,0.0
4853,Lachelle Armstrong,22,21-06-2022,2.67
1738,Kenneth Harvey,41,21-06-2022,1.67
965,Lisa Bailes,40,21-06-2022,0.0
4262,Lois Harrington,20,21-06-2022,0.0
3914,Howard Barnes,50,21-06-2022,0.6699999999999999
9032,Ann Gardner,39,21-06-2022,1.67
